r01,4.86356438852961,0.504327450355697,0.0156192840811044,2.02187308174304,65.2
r02,7.28021806479377,0.598369533687176,0.0379497203548564,2.01859903118994,32.7
r03,4.7524336666441,0.477368553310623,0.0100558370758962,2.0231548857447,33.1
r04,5.48662926647256,0.542184416506497,0.0212980650626486,2.02203990812736,33.6
r05,5.09305097312991,0.517771688199338,0.0188648082114728,2.02079930590026,36.0
r06,9.35380705222917,0.647801052334451,0.0538128231268597,2.01689846802921,33.3
r07,4.74324957927919,0.488850859455097,0.0124140993857067,2.02253155646686,32.7
r08,4.73266263880405,0.484997268353348,0.0114389330008822,2.02287735189339,32.5
r09,4.74661936612423,0.490697904641289,0.0126739534959147,2.02254496690695,31.8
r10,4.73469303823187,0.487095598471187,0.0118772039865056,2.02276366398417,32.4
r11,4.76529694877274,0.495132989352963,0.0132952541770227,2.0225856494745,33.1
r12,5.04995954226894,0.460323892187751,0.00648283140461326,2.02455660055288,34.7
r13,4.86539203629354,0.500056796188537,0.0152918667408611,2.02160984848279,32.7
r14,5.6660097928394,0.546767591444701,0.0247173882295023,2.02013387440375,32.8
r15,5.11570901472011,0.518979393499904,0.0191454512046032,2.02093556719077,32.1
r16,4.99787427727374,0.5131276650924,0.0176722064977306,2.02140424707388,32.6
r17,5.03890360428101,0.519142660340031,0.0178760115639695,2.02190055651252,39.2
r18,4.73467225629083,0.487283479183184,0.0118387867765975,2.02281770477151,32.9
r19,5.02518532294795,0.518468650383405,0.0173766761796799,2.02235178388191,32.3
r20,4.7884982880119,0.496735106011394,0.0140341747421385,2.02222893465662,32.6
r21,5.14275774119359,0.521303097036831,0.0194985340404082,2.02101150622722,30.7
r22,4.75524645113817,0.493289803166678,0.0129637986805935,2.0225209242189,30.2
r23,4.92081349378116,0.497880942417943,0.0153675399086633,2.02181939345828,29.2
r24,4.76085733480188,0.493259844879015,0.0132383944115297,2.02239652084699,29.5
r25,4.73515617351864,0.487284831388892,0.0117523328256463,2.02292759078908,29.3
r26,4.98440894751909,0.514156057484994,0.0174806679088208,2.0216683339422,32.4
r27,4.90207479313799,0.505927223899367,0.0162108016602863,2.02164991059931,31.3
r28,4.82575210138327,0.497221043515114,0.0145796499998766,2.02182628376977,31.8
r29,4.77896907876279,0.474691738545627,0.00929683638159426,2.02351299903581,33.9
r30,4.78242373061582,0.496450511192072,0.0138941541608426,2.02225552637242,33.3
